name,desc,category,tags,tissue,assay,disease,organism,count,insight_link,cellxgene_link,vitessce_link,h5ad_object_link,scvi_model_link,celltypist_model_link,csv_cell_annotations_link,hires_image_link
COVID-19,,,,,,None,Homo sapiens,647366,https://app.cellatlas.io/covid-19/dataset/1/scatterplot,https://www.covid19cellatlas.org/haniffa21/,,https://storage.googleapis.com/haniffalab/covid-19/covid_portal_v2.h5ad,,,,
